"ghm","ghs","borne_basse","borne_haute","dms_n","rsavclass","noseqta","anseqta"
"08C044","",5,57,15.5,"11","002","2010"
"08C061","",1,97,13.4253393665158,"11","002","2010"
"08C062","",3,99,19.1818181818182,"11","002","2010"
"08C063","",4,140,28.6507936507937,"11","002","2010"
"08C064","",4,194,39.7073170731707,"11","002","2010"
"08C121","",1,19,2.76295479603087,"11","002","2010"
"08C122","",2,124,12.6448598130841,"11","002","2010"
"08C123","",3,94,20.9333333333333,"11","002","2010"
"08C124","",3,66,18.4,"11","002","2010"
"08C131","",1,10,2.89144500359454,"11","002","2010"
"08C132","",2,55,8.04545454545455,"11","002","2010"
"08C133","",2,179,18.4615384615385,"11","002","2010"
"08C134","",3,135,22.1666666666667,"11","002","2010"
"08C141","",1,6,1.99745634016705,"11","002","2010"
"08C142","",3,41,6.05756358768407,"11","002","2010"
"08C143","",3,129,14.7219251336898,"11","002","2010"
"08C144","",3,148,22.2083333333333,"11","002","2010"
"08C201","",1,31,2.82338308457711,"11","002","2010"
"08C202","",2,103,14.6727272727273,"11","002","2010"
"08C203","",3,88,18.5102040816327,"11","002","2010"
"08C204","",5,480,45.4666666666667,"11","002","2010"
"08C211","",1,16,3.34757935804221,"11","002","2010"
"08C212","",2,44,8.60751295336788,"11","002","2010"
"08C213","",3,81,15.7771428571429,"11","002","2010"
"08C214","",3,287,29.3461538461538,"11","002","2010"
"08C221","",5,35,10.6550704865848,"11","002","2010"
"08C222","",5,50,13.0993227990971,"11","002","2010"
"08C223","",5,81,17.7676254935138,"11","002","2010"
"08C224","",5,201,33.0748031496063,"11","002","2010"
"08C241","",5,20,9.50396683582303,"11","002","2010"
"08C242","",5,27,10.3195995379284,"11","002","2010"
"08C243","",5,40,12.5294117647059,"11","002","2010"
"08C244","",4,124,20.8559322033898,"11","002","2010"
"08C251","",3,25,7.8989388580091,"11","002","2010"
"08C252","",3,38,10.8149350649351,"11","002","2010"
"08C253","",4,57,13.9789915966387,"11","002","2010"
"08C254","",4,100,22.3846153846154,"11","002","2010"
"08C271","",2,14,4.96906640163985,"11","002","2010"
"08C272","",2,29,7.72478887232986,"11","002","2010"
"08C273","",3,70,13.1980968858131,"11","002","2010"
"08C274","",4,159,29.5337837837838,"11","002","2010"
"08C281","",1,20,3.80909090909091,"11","002","2010"
"08C282","",2,28,7.78082191780822,"11","002","2010"
"08C283","",4,81,11.9060773480663,"11","002","2010"
"08C284","",3,182,26.1481481481481,"11","002","2010"
"08C291","",1,33,5.33240223463687,"11","002","2010"
"08C292","",2,50,10.75,"11","002","2010"
"08C293","",3,101,20.7460317460317,"11","002","2010"
"08C294","",3,117,29.2222222222222,"11","002","2010"
"08C311","",1,14,3.95058823529412,"11","002","2010"
"08C312","",2,32,7.18396226415094,"11","002","2010"
"08C313","",3,159,19.37,"11","002","2010"
"08C314","",3,480,23.3529411764706,"11","002","2010"
"08C321","",2,21,5.18938675517623,"11","002","2010"
"08C322","",2,41,8.93068152371081,"11","002","2010"
"08C323","",3,117,18.3297796730633,"11","002","2010"
"08C324","",3,199,32.2333333333333,"11","002","2010"
"08C331","",1,14,3.90324963072378,"11","002","2010"
"08C332","",2,33,7.3112582781457,"11","002","2010"
"08C333","",3,87,13.0892857142857,"11","002","2010"
"08C334","",4,234,22.4375,"11","002","2010"
"08C341","",2,13,4.58528068761751,"11","002","2010"
"08C342","",3,32,6.46808510638298,"11","002","2010"
"08C343","",3,25,8.8,"11","002","2010"
"08C351","",1,15,3.57608569774175,"11","002","2010"
"08C352","",2,31,7.33204293506951,"11","002","2010"
"08C353","",3,53,12.09711573567,"11","002","2010"
"08C354","",3,135,27.2743902439024,"11","002","2010"
"08C361","",1,12,2.67139959432049,"11","002","2010"
"08C362","",2,35,6.71111111111111,"11","002","2010"
"08C363","",3,108,16.0769230769231,"11","002","2010"
"08C364","",9,66,26.5,"11","002","2010"
"08C371","",1,9,3.09530413159908,"11","002","2010"
"08C372","",3,41,6.23812387251954,"11","002","2010"
"08C373","",2,111,16.9615384615385,"11","002","2010"
"08C374","",3,181,28.4310344827586,"11","002","2010"
"08C381","",1,14,2.57965152457996,"11","002","2010"
"08C382","",2,40,7.17647058823529,"11","002","2010"
"08C383","",3,110,14.6190476190476,"11","002","2010"
"08C384","",3,71,20.3076923076923,"11","002","2010"
"08C391","",1,8,2.15860756351199,"11","002","2010"
"08C392","",2,27,6.0973898858075,"11","002","2010"
"08C393","",3,50,10.7649717514124,"11","002","2010"
"08C394","",3,131,22.8992248062016,"11","002","2010"
"08C401","",1,9,2.50860456416012,"11","002","2010"
"08C402","",3,11,4.02934782608696,"11","002","2010"
"08C403","",3,81,12.258064516129,"11","002","2010"
"08C404","",8,66,17,"11","002","2010"
"08C411","",1,8,2.27422003284072,"11","002","2010"
"08C412","",3,27,5.22119815668203,"11","002","2010"
"08C413","",3,63,11.6086956521739,"11","002","2010"
"08C414","",3,33,12.1764705882353,"11","002","2010"
"08C421","",1,15,2.86987424822307,"11","002","2010"
"08C422","",2,31,6.47455621301775,"11","002","2010"
"08C423","",3,59,10.9491525423729,"11","002","2010"
"08C424","",3,158,18.275,"11","002","2010"
"08C431","",1,7,1.95311834067339,"11","002","2010"
"08C432","",3,39,5.83695652173913,"11","002","2010"
"08C433","",3,66,10.3469387755102,"11","002","2010"
"08C434","",3,88,17.4864864864865,"11","002","2010"
"08C441","",1,6,1.48409893992933,"11","002","2010"
"08C442","",3,29,5.56079404466501,"11","002","2010"
"08C443","",3,51,10.5752212389381,"11","002","2010"
"08C444","",4,148,20.0909090909091,"11","002","2010"
"08C451","",1,6,1.58676041390289,"11","002","2010"
"08C452","",2,30,5.28409090909091,"11","002","2010"
"08C453","",2,198,14.6666666666667,"11","002","2010"
"08C461","",1,11,2.19155310718083,"11","002","2010"
"08C462","",2,70,9.55580110497238,"11","002","2010"
"08C463","",2,109,17.8247162673392,"11","002","2010"
"08C464","",3,213,32.2837209302326,"11","002","2010"
"08C471","",4,31,11.6563855421687,"11","002","2010"
"08C472","",4,41,13.1729953440248,"11","002","2010"
"08C473","",4,76,17.3132352941176,"11","002","2010"
"08C474","",4,127,25.6282894736842,"11","002","2010"
"08C481","",5,22,9.06008411776487,"11","002","2010"
"08C482","",5,29,10.4453219362631,"11","002","2010"
"08C483","",5,60,14.1934552454283,"11","002","2010"
"08C484","",4,112,21.2439024390244,"11","002","2010"
"08C491","",2,33,9.08424311552876,"11","002","2010"
"08C492","",4,37,11.911606654439,"11","002","2010"
"08C493","",4,79,16.5539381854437,"11","002","2010"
"08C494","",4,145,25.9282202556539,"11","002","2010"
"08C501","",2,30,7.02913907284768,"11","002","2010"
"08C502","",3,68,13.0327868852459,"11","002","2010"
"08C503","",3,105,22.1139240506329,"11","002","2010"
"08C504","",5,154,32.4615384615385,"11","002","2010"
"08C511","",3,33,10.1253623188406,"11","002","2010"
"08C512","",4,51,13.1432818073722,"11","002","2010"
"08C513","",4,97,20.2114285714286,"11","002","2010"
"08C514","",5,168,30.1410256410256,"11","002","2010"
"08C521","",2,23,7.51533900489817,"11","002","2010"
"08C522","",4,46,10.8830347734457,"11","002","2010"
"08C523","",4,118,19.2666666666667,"11","002","2010"
"08C524","",4,184,33.8807339449541,"11","002","2010"
"08C531","",1,23,6.28414339124698,"11","002","2010"
"08C532","",3,36,9.89727330374128,"11","002","2010"
"08C533","",3,62,15.7085201793722,"11","002","2010"
"08C534","",4,258,34.037037037037,"11","002","2010"
"08C541","",1,24,4.89313287281593,"11","002","2010"
"08C542","",2,45,9.65432098765432,"11","002","2010"
"08C543","",2,78,16.2698412698413,"11","002","2010"
"08C544","",2,60,22.1304347826087,"11","002","2010"
"08C551","",1,29,6.9055829228243,"11","002","2010"
"08C552","",2,41,10.0048309178744,"11","002","2010"
"08C553","",3,115,19.7472527472527,"11","002","2010"
"08C554","",3,178,28.4666666666667,"11","002","2010"
"08C561","2918",1,68,9.41659350307287,"11","002","2010"
"08C561","2922",1,60,9.79391100702576,"11","002","2010"
"08C562","2919",2,92,15.5788024776325,"11","002","2010"
"08C562","2923",2,69,15.0968660968661,"11","002","2010"
"08C563","2920",3,124,22.8449644797326,"11","002","2010"
"08C563","2924",3,103,20.7372262773723,"11","002","2010"
"08C564","2921",4,196,37.6627450980392,"11","002","2010"
"08C564","2925",6,163,29.3935742971888,"11","002","2010"
"08K031","",1,20,3.64073777064956,"11","002","2010"
"08K032","",2,183,14.2566371681416,"11","002","2010"
"08K033","",2,91,12.0416666666667,"11","002","2010"
"08K034","",3,533,25.8461538461538,"11","002","2010"
"08K041","",1,70,11.1970853573907,"11","002","2010"
"08K042","",2,97,16,"11","002","2010"
"08K043","",2,132,20.3571428571429,"11","002","2010"
"08K044","",3,167,33.5121951219512,"11","002","2010"
"08M041","",1,49,8.00533638269487,"11","002","2010"
"08M042","",2,57,11.3078932095183,"11","002","2010"
"08M043","",3,73,14.8131728942369,"11","002","2010"
"08M044","",4,96,20.5817307692308,"11","002","2010"
"08M04T","",1,1,1,"11","002","2010"
"08M051","",1,54,7.59916054564533,"11","002","2010"
"08M052","",2,62,10.9640933572711,"11","002","2010"
"08M053","",3,72,13.5971563981043,"11","002","2010"
"08M054","",4,140,20,"11","002","2010"
"08M05T","",1,1,1,"11","002","2010"
"08M061","",2,11,2.79300699300699,"11","002","2010"
"08M062","",3,26,4.96103896103896,"11","002","2010"
"08M063","",3,29,12.2142857142857,"11","002","2010"
"08M06T","",1,1,1,"11","002","2010"
"08M071","",2,21,3.74488033555391,"11","002","2010"
"08M072","",2,44,8.24317406143345,"11","002","2010"
"08M073","",3,57,12.1081409477521,"11","002","2010"
"08M074","",3,69,17.0425531914894,"11","002","2010"
"08M07T","",1,1,1,"11","002","2010"
"08M081","",2,55,5.46122448979592,"11","002","2010"
"08M082","",2,49,9.1144578313253,"11","002","2010"
"08M083","",3,76,13.8382352941176,"11","002","2010"
"08M084","",2,172,30.6666666666667,"11","002","2010"
"08M08T","",1,1,1,"11","002","2010"
"08M091","",1,24,4.10709592641262,"11","002","2010"
"08M092","",2,42,8.75368139223561,"11","002","2010"
"08M093","",3,59,12.8363095238095,"11","002","2010"
"08M094","",4,83,18.4878048780488,"11","002","2010"
"08M101","",1,38,3.98846755277561,"11","002","2010"
"08M102","",2,40,9.36662911503317,"11","002","2010"
"08M103","",3,53,13.2107455226989,"11","002","2010"
"08M104","",4,90,18.4092664092664,"11","002","2010"
"08M141","",1,26,4.04169670752223,"11","002","2010"
"08M142","",2,39,8.40754124116261,"11","002","2010"
"08M143","",3,62,12.9488491048593,"11","002","2010"
"08M144","",4,105,19.4443037974684,"11","002","2010"
"08M151","",1,13,2.33596454784656,"11","002","2010"
"08M152","",2,36,6.93427561837456,"11","002","2010"
"08M153","",3,49,12.0359502227685,"11","002","2010"
"08M154","",4,105,18.7701149425287,"11","002","2010"
"08M181","",2,32,4.56477093206951,"11","002","2010"
"08M182","",2,51,8.33287858117326,"11","002","2010"
"08M183","",2,71,14.7488986784141,"11","002","2010"
"08M184","",4,70,17.7073170731707,"11","002","2010"
"08M18T","",1,1,1,"11","002","2010"
"08M191","",2,26,3.55205479452055,"11","002","2010"
"08M192","",2,59,9.22335216572505,"11","002","2010"
"08M193","",3,59,12.678125,"11","002","2010"
"08M194","",3,127,18.8300653594771,"11","002","2010"
"08M19T","",1,1,1,"11","002","2010"
"08M201","",1,3,1.26622732426304,"11","002","2010"
"08M202","",3,20,4.59139784946237,"11","002","2010"
"08M203","",3,72,9.84848484848485,"11","002","2010"
"08M204","",10,26,18,"11","002","2010"
"08M211","",1,5,1.28617536309844,"11","002","2010"
"08M212","",2,38,6.68253968253968,"11","002","2010"
"08M213","",3,52,10.5956790123457,"11","002","2010"
"08M214","",5,215,17.4615384615385,"11","002","2010"
"08M221","",1,3,1.23809523809524,"11","002","2010"
"08M222","",3,52,7.02826855123675,"11","002","2010"
"08M223","",3,54,11.2924187725632,"11","002","2010"
"08M224","",4,42,13.5555555555556,"11","002","2010"
"08M231","",1,18,2.08406725380304,"11","002","2010"
"08M232","",2,46,7.28651685393258,"11","002","2010"
"08M233","",3,47,11.4137931034483,"11","002","2010"
"08M241","",2,40,4.13643659711075,"11","002","2010"
"08M242","",2,71,9.42211055276382,"11","002","2010"
"08M243","",2,101,16.0938628158845,"11","002","2010"
"08M244","",2,74,19.9047619047619,"11","002","2010"
"08M24T","",1,1,1,"11","002","2010"
"08M251","",1,48,7.95793300441444,"11","002","2010"
"08M252","",2,56,13.1127480099798,"11","002","2010"
"08M253","",3,74,16.7679335514724,"11","002","2010"
"08M254","",4,115,24.630289532294,"11","002","2010"
"08M25T","",1,1,1,"11","002","2010"
"08M261","",1,25,4.14143408417841,"11","002","2010"
"08M262","",2,43,8.95324881141046,"11","002","2010"
"08M263","",3,54,13.7276365348399,"11","002","2010"
"08M264","",4,115,22.1061452513966,"11","002","2010"
"08M271","",2,26,6.06036519871106,"11","002","2010"
"08M272","",2,34,8.43468092215169,"11","002","2010"
"08M273","",3,46,11.6004480955937,"11","002","2010"
"08M274","",6,59,19.4285714285714,"11","002","2010"
"08M27T","",1,1,1,"11","002","2010"
"08M281","",2,22,5.63250031713815,"11","002","2010"
"08M282","",2,39,8.67335423197492,"11","002","2010"
"08M283","",3,46,12.3360739979445,"11","002","2010"
"08M284","",3,87,20.4411764705882,"11","002","2010"
"08M28T","",1,1,1,"11","002","2010"
"08M291","",2,24,4.47560584175895,"11","002","2010"
"08M292","",2,37,7.78029875986471,"11","002","2010"
"08M293","",3,48,11.7204130262113,"11","002","2010"
"08M294","",4,120,22.5154185022026,"11","002","2010"
"08M29T","",1,1,1,"11","002","2010"
"08M301","",2,26,5.24413145539906,"11","002","2010"
"08M302","",2,28,7.14132762312634,"11","002","2010"
"08M303","",3,46,10.6478873239437,"11","002","2010"
"08M304","",4,41,12.1304347826087,"11","002","2010"
"08M30T","",1,1,1,"11","002","2010"
"08M311","",1,37,7.32310177705977,"11","002","2010"
"08M312","",2,72,12.9619771863118,"11","002","2010"
"08M313","",2,94,18.5697503671072,"11","002","2010"
"08M314","",4,113,24.8115299334812,"11","002","2010"
"08M31T","",1,1,1,"11","002","2010"
"08M321","",1,32,5.97705544933078,"11","002","2010"
"08M322","",2,57,10.2397094430993,"11","002","2010"
"08M323","",3,76,15.2043895747599,"11","002","2010"
"08M324","",4,135,22.2301587301587,"11","002","2010"
"08M32T","",1,1,1,"11","002","2010"
"08M331","",1,10,1.71041084962106,"11","002","2010"
"08M332","",3,19,4.8,"11","002","2010"
"08M333","",4,25,8.75,"11","002","2010"
"08M334","",,,9,"11","002","2010"
"08M341","",1,20,3.80738177623991,"11","002","2010"
"08M342","",2,36,7.94974874371859,"11","002","2010"
"08M343","",2,49,13.271186440678,"11","002","2010"
"08M344","",6,12,8.5,"11","002","2010"
"08M35Z","",1,24,3.03634669151911,"11","002","2010"
"08M36Z","",1,39,4.58990723562152,"11","002","2010"
"08M371","",2,13,2.75281437125749,"11","002","2010"
"08M372","",2,38,6.95883171070932,"11","002","2010"
"08M373","",3,54,11.3512255662426,"11","002","2010"
"08M374","",3,116,20.6779661016949,"11","002","2010"
"08M37T","",1,1,1,"11","002","2010"
"08M381","",2,16,3.2274325908558,"11","002","2010"
"08M382","",3,28,5.68468468468468,"11","002","2010"
"08M383","",3,55,11.2903225806452,"11","002","2010"
"08M384","",3,213,22.8333333333333,"11","002","2010"
"08M38T","",1,1,1,"11","002","2010"
"09C021","",1,89,11.3862375138735,"11","002","2010"
"09C022","",3,97,17.2967032967033,"11","002","2010"
"09C023","",3,164,27.3806104129264,"11","002","2010"
"09C024","",4,201,34.3483709273183,"11","002","2010"
"09C031","",1,27,3.35031952859158,"11","002","2010"
"09C032","",2,82,10.9602529358627,"11","002","2010"
"09C033","",2,113,22.603066439523,"11","002","2010"
"09C034","",3,202,37.2627737226277,"11","002","2010"
"09C041","",2,13,5.42432432432432,"11","002","2010"
"09C042","",2,19,6.96958812260536,"11","002","2010"
"09C043","",3,75,12.2598039215686,"11","002","2010"
"09C044","",4,136,20.9655172413793,"11","002","2010"
"09C051","",1,15,3.02363001568588,"11","002","2010"
"09C052","",3,15,4.88282078472959,"11","002","2010"
"09C053","",3,53,9.31309297912713,"11","002","2010"
"09C054","",3,103,19.2777777777778,"11","002","2010"
"09C061","",2,9,3.3336299922127,"11","002","2010"
"09C062","",3,20,5.05200945626478,"11","002","2010"
"09C063","",3,60,8.64383561643836,"11","002","2010"
"09C064","",3,207,19.375,"11","002","2010"
"09C06T","",1,1,1,"11","002","2010"
"09C071","",1,5,1.91113234591495,"11","002","2010"
"09C072","",3,14,4.58139534883721,"11","002","2010"
"09C073","",3,271,17,"11","002","2010"
"09C074","",4,55,12,"11","002","2010"
"09C081","",1,5,1.73483592973152,"11","002","2010"
"09C082","",3,35,5.82231404958678,"11","002","2010"
"09C083","",2,73,14.6296296296296,"11","002","2010"
"09C084","",3,389,38.3333333333333,"11","002","2010"
"09C091","",1,21,3.30604437643458,"11","002","2010"
"09C092","",2,27,6.73648648648649,"11","002","2010"
"09C093","",3,92,12.2823529411765,"11","002","2010"
"09C094","",4,304,19.0555555555556,"11","002","2010"
"09C101","",1,17,2.66163503213272,"11","002","2010"
"09C102","",2,61,9.66049651567944,"11","002","2010"
"09C103","",2,94,16.0686274509804,"11","002","2010"
"09C104","",3,133,25.0408472012103,"11","002","2010"
"09C111","3358",3,17,7.53606356968215,"11","002","2010"
"09C111","3362",3,28,8.08928571428571,"11","002","2010"
"09C112","3359",5,22,9.75446428571429,"11","002","2010"
"09C112","3363",3,44,11.75,"11","002","2010"
"09C113","3360",4,60,15.7021276595745,"11","002","2010"
"09C113","3364",5,110,18,"11","002","2010"
"09C114","3361",8,53,14.8,"11","002","2010"
"09C114","3365",6,265,52.5,"11","002","2010"
"09M021","",1,8,1.48545918367347,"11","002","2010"
"09M022","",3,29,5.76536312849162,"11","002","2010"
"09M023","",3,27,7.07142857142857,"11","002","2010"
"09M024","",5,9,7,"11","002","2010"
"09M031","",1,9,1.53867745148342,"11","002","2010"
"09M032","",2,33,6.56763636363636,"11","002","2010"
"09M033","",3,49,11.2184029613961,"11","002","2010"
"09M034","",3,92,18.0341463414634,"11","002","2010"
"09M041","",2,13,3.57990115321252,"11","002","2010"
"09M042","",3,17,5.07418397626113,"11","002","2010"
"09M043","",3,35,7.72826086956522,"11","002","2010"
"09M044","",4,26,10.28,"11","002","2010"
"09M04T","",1,1,1,"11","002","2010"
"09M051","",2,25,4.51227927745078,"11","002","2010"
"09M052","",2,33,7.93798058741964,"11","002","2010"
"09M053","",3,51,12.0690472012634,"11","002","2010"
"09M054","",3,93,17.268677176148,"11","002","2010"
"09M05T","",1,1,1,"11","002","2010"
"09M061","",1,70,7.13415061295972,"11","002","2010"
"09M062","",2,64,12.3270969098171,"11","002","2010"
"09M063","",3,82,16.4367194004996,"11","002","2010"
"09M064","",4,120,21.4375497215593,"11","002","2010"
"09M071","",1,15,2.49086570111916,"11","002","2010"
"09M072","",2,29,6.87088841069782,"11","002","2010"
"09M073","",3,48,10.7182044887781,"11","002","2010"
"09M074","",4,111,18.8194444444444,"11","002","2010"
"09M081","",2,24,4.82449105490438,"11","002","2010"
"09M082","",2,36,8.23030821917808,"11","002","2010"
"09M083","",3,58,13.0161364684186,"11","002","2010"
"09M084","",3,117,23.372972972973,"11","002","2010"
"09M08T","",1,1,1,"11","002","2010"
"09M091","",2,13,3.38775510204082,"11","002","2010"
"09M092","",3,40,6.30662020905923,"11","002","2010"
"09M093","",3,52,10.4784482758621,"11","002","2010"
"09M094","",4,208,19.125,"11","002","2010"
"09M09T","",1,1,1,"11","002","2010"
"09M101","",1,40,3.65913146936347,"11","002","2010"
"09M102","",2,65,11.6588628762542,"11","002","2010"
"09M103","",2,81,15.7664576802508,"11","002","2010"
"09M104","",4,81,19.3068965517241,"11","002","2010"
"09M111","",1,21,2.77412513255567,"11","002","2010"
"09M112","",2,62,9.71639042357274,"11","002","2010"
"09M113","",3,68,14.7016393442623,"11","002","2010"
"09M114","",4,77,18.468085106383,"11","002","2010"
"09M12Z","",1,14,2.39615384615385,"11","002","2010"
"09M13Z","",1,29,3.28620689655172,"11","002","2010"
"09M14Z","",1,24,3.05544041450777,"11","002","2010"
"09M15Z","",1,39,3.96268656716418,"11","002","2010"
"09Z02Z","",1,6,1.48534747418365,"11","002","2010"
"10C021","",3,17,6.79891891891892,"11","002","2010"
"10C022","",3,41,9.79928315412186,"11","002","2010"
"10C023","",3,101,16.5272727272727,"11","002","2010"
"10C024","",6,201,28.7916666666667,"11","002","2010"
"10C031","",2,20,5.72536136662286,"11","002","2010"
"10C032","",3,45,9.90268456375839,"11","002","2010"
"10C033","",3,93,18.2065217391304,"11","002","2010"
"10C034","",3,128,22.4285714285714,"11","002","2010"
"10C051","",2,8,3.14623384809329,"11","002","2010"
"10C052","",2,35,5.46450617283951,"11","002","2010"
"10C053","",3,140,15.9555555555556,"11","002","2010"
"10C054","",3,455,29.75,"11","002","2010"
"10C071","",1,6,2.67571644042232,"11","002","2010"
"10C072","",3,7,4.09090909090909,"11","002","2010"
"10C073","",,,15,"11","002","2010"
"10C074","",6,54,19.5,"11","002","2010"
"10C081","",1,27,4.63803680981595,"11","002","2010"
"10C082","",2,84,11.4555160142349,"11","002","2010"
"10C083","",2,114,23.3488372093023,"11","002","2010"
"10C084","",3,192,33.218009478673,"11","002","2010"
"10C091","",2,13,4.52626970227671,"11","002","2010"
"10C092","",2,20,6.3,"11","002","2010"
"10C093","",3,59,10.9175257731959,"11","002","2010"
"10C094","",3,143,24.1891891891892,"11","002","2010"
"10C101","",2,16,4.94171892290668,"11","002","2010"
"10C102","",2,31,6.59142857142857,"11","002","2010"
"10C103","",3,50,10.04,"11","002","2010"
"10C104","",3,105,17.0555555555556,"11","002","2010"
"10C111","",2,9,3.41865339271679,"11","002","2010"
"10C112","",3,23,5.24583333333333,"11","002","2010"
"10C113","",3,133,11.2459016393443,"11","002","2010"
"10C114","",3,210,30.6923076923077,"11","002","2010"
"10C121","",2,7,3.21035860603915,"11","002","2010"
"10C122","",3,14,4.29795918367347,"11","002","2010"
"10C123","",3,59,9.03589743589744,"11","002","2010"
"10C124","",4,163,19.3714285714286,"11","002","2010"
"10C131","",3,14,6.6140081799591,"11","002","2010"
"10C132","",3,28,8.29934924078091,"11","002","2010"
"10C133","",4,74,13.7857142857143,"11","002","2010"
"10C134","",4,192,24.2282608695652,"11","002","2010"
"10M021","",2,23,5.22482271491437,"11","002","2010"
"10M022","",2,31,7.41837067652817,"11","002","2010"
"10M023","",3,44,11.1434713180199,"11","002","2010"
"10M024","",4,97,17.7083333333333,"11","002","2010"
"10M02T","",1,1,1,"11","002","2010"
"10M031","",2,23,5.09857768052516,"11","002","2010"
"10M032","",2,25,6.77363184079602,"11","002","2010"
"10M033","",3,32,9.21578947368421,"11","002","2010"
"10M034","",4,194,22.2962962962963,"11","002","2010"
"10M03T","",1,1,1,"11","002","2010"
"10M071","",2,19,3.8482770745429,"11","002","2010"
"10M072","",2,42,7.96127783155857,"11","002","2010"
"10M073","",3,55,13.0256968641115,"11","002","2010"
"10M074","",4,149,22.093023255814,"11","002","2010"
"10M07T","",1,1,1,"11","002","2010"
"10M081","",1,24,6.53823138297872,"11","002","2010"
"10M082","",2,31,8.65691941516491,"11","002","2010"
"10M083","",3,43,12.0123314065511,"11","002","2010"
"10M084","",4,114,20.9297872340426,"11","002","2010"
"10M08T","",1,1,1,"11","002","2010"
"10M091","",1,19,3.14283444550365,"11","002","2010"
"10M092","",3,37,6.47682472029835,"11","002","2010"
"10M093","",3,55,11.1465798045603,"11","002","2010"
"10M094","",3,101,17.5647058823529,"11","002","2010"
"10M101","",2,29,3.84593837535014,"11","002","2010"
"10M102","",2,56,8.06397306397306,"11","002","2010"
"10M103","",3,105,14.0120481927711,"11","002","2010"
"10M104","",3,201,27.2777777777778,"11","002","2010"
"10M10T","",1,1,1,"11","002","2010"
"10M111","",1,13,2.39291598023064,"11","002","2010"
"10M112","",2,37,6.94198473282443,"11","002","2010"
"10M113","",3,83,12.3588235294118,"11","002","2010"
"10M114","",3,99,16.5897435897436,"11","002","2010"
"10M121","",2,10,3.07923752569613,"11","002","2010"
"10M122","",3,44,6.59314179796108,"11","002","2010"
"10M123","",3,55,11.4723127035831,"11","002","2010"
"10M124","",4,183,23.1916666666667,"11","002","2010"
"10M12T","",1,1,1,"11","002","2010"
"10M13Z","",1,12,2.71518898412252,"11","002","2010"
"10M14Z","",1,21,2.64488320355951,"11","002","2010"
"10M151","",2,9,2.80070849045823,"11","002","2010"
"10M152","",3,21,4.82059447983015,"11","002","2010"
"10M153","",3,48,8.01709401709402,"11","002","2010"
"10M154","",3,102,18.7066666666667,"11","002","2010"
"10M15T","",1,1,1,"11","002","2010"
"10M161","",2,20,3.21897947655809,"11","002","2010"
"10M162","",2,34,6.75012171372931,"11","002","2010"
"10M163","",3,49,11.2854297264046,"11","002","2010"
"10M164","",3,97,17.9230769230769,"11","002","2010"
"10M16T","",1,1,1,"11","002","2010"
"10M171","",2,33,4.40515350877193,"11","002","2010"
"10M172","",2,89,10.3481595092025,"11","002","2010"
"10M173","",2,223,20.0709219858156,"11","002","2010"
"10M174","",3,205,24.2061855670103,"11","002","2010"
"10M17T","",1,1,1,"11","002","2010"
"10M181","",2,42,5.15759849906191,"11","002","2010"
"10M182","",2,49,10.7506831699084,"11","002","2010"
"10M183","",3,65,14.167956916863,"11","002","2010"
"10M184","",3,97,19.2662889518414,"11","002","2010"
"10M18T","",1,1,1,"11","002","2010"
"11C021","",3,30,9.07821536766731,"11","002","2010"
"11C022","",4,49,13.1570846536895,"11","002","2010"
"11C023","",4,84,19.3905380333952,"11","002","2010"
"11C024","",5,130,30.2816635160681,"11","002","2010"
"11C031","",2,20,5.67648902821317,"11","002","2010"
"11C032","",3,52,11.4699507389163,"11","002","2010"
"11C033","",3,85,17.3934065934066,"11","002","2010"
"11C034","",4,154,28.9610894941634,"11","002","2010"
"11C041","",1,17,3.6293465800535,"11","002","2010"
"11C042","",2,43,8.10128617363344,"11","002","2010"
"11C043","",3,121,17.2780269058296,"11","002","2010"
"11C044","",4,130,26.5289256198347,"11","002","2010"
"11C051","",1,15,2.86210676312616,"11","002","2010"
"11C052","",2,33,6.4664390139793,"11","002","2010"
"11C053","",3,69,12.0334942667471,"11","002","2010"
"11C054","",3,108,19.2522464698331,"11","002","2010"
"11C061","",1,19,3.5738255033557,"11","002","2010"
"11C062","",3,43,6.3125,"11","002","2010"
"11C063","",4,99,17.25,"11","002","2010"
"11C064","",9,18,13,"11","002","2010"
"11C071","",1,30,4.07983623336745,"11","002","2010"
"11C072","",2,41,7.95483870967742,"11","002","2010"
"11C073","",3,83,13.4444444444444,"11","002","2010"
"11C074","",3,173,22.2222222222222,"11","002","2010"
"11C081","",2,22,3.30981818181818,"11","002","2010"
"11C082","",2,104,12.6556776556777,"11","002","2010"
"11C083","",2,113,22.7116883116883,"11","002","2010"
"11C084","",4,208,35.984496124031,"11","002","2010"
"11C08T","",1,1,1,"11","002","2010"
"11C091","",1,11,2.31020733652313,"11","002","2010"
"11C092","",2,102,9.78093306288032,"11","002","2010"
"11C093","",2,123,22.5224215246637,"11","002","2010"
"11C094","",3,178,36.2480620155039,"11","002","2010"
"11K021","",1,47,4.1691384180791,"11","002","2010"
"11K022","",2,65,11.6968860859283,"11","002","2010"
"11K023","",3,99,17.5016151361329,"11","002","2010"
"11K024","",3,168,30.2715920915713,"11","002","2010"
"11K03Z","",1,1,1,"11","002","2010"
"11K04Z","",1,1,1,"11","002","2010"
"11K05Z","",1,1,1,"11","002","2010"
"11K06Z","",1,1,1,"11","002","2010"
"11K07Z","",1,1,1,"11","002","2010"
